Unique_id,Links,Name,Ratings,Price_for_one,Cuisine1,cuisine 2,cuisine 3,cuisine 4,cusine 5,cusine 6,cusine 7,cusine 8,Links2,Address,latitude,longitude,category,Dishes,Dishes2,Dishes3,Dishes4,Dishes5,Dishes6,Dishes7,Dishes8,Dishes9,Dishes10,Dishes11,Dishes12,Dishes13,Dishes14,Dishes15,Dishes16,Dishes17,Dishes18,Dishes19,Dishes20,Prices,Prices2,Prices3,Prices4,Prices5,Prices6,Prices7,Prices8,Prices9,Prices10,Prices11,Prices12,Prices13,Prices14,Prices15,Prices16,Prices17,Prices18,Prices19,Prices20,AVG_of_prices,Reviews
12,https://www.zomato.com/bangalore/polar-bear-1-basavanagudi/order,Polar Bear,4.4,100,Ice Cream, Beverages, Shake,,,,,,https://www.zomato.com/bangalore/polar-bear-1-basavanagudi/order,Basavanagudi,12.94951278,77.57463489,"  Recommended (35), Milkshakes and Thickshakes (8), Dessert Tubs (17)  ", Death By Chocolate Sundae, My DBC Sundae, Hot Chocolate Fudge (Regular) Sundae, Choco Brownie Fudge Sundae, Lychee Sundae, Brownie Fudge Sundae, Choco Walnut Crust Ice Cream Cake, Red Velvet Choco Sin Sundae, Gudbud Sundae, Alphonso Mango Chilli Sorbet, Kesar Pista Falooda, Chocolate Milkshake, Gudbud Sundae Tub (480 ml), Seven Wonders Sundae, Choco Almond Fudge Ice Cream Tub (500 ml), Cold Coffee Milkshake, Butterscotch Ice Cream Tub (500 ml), Alphonso Mango Ice Cream Tub (500 ml), Ice Cream Pizza Slice, Alphonso Mango Sorbet,175,135,185,185,175,465.25,185,165,79,155,149,297,289,275.42,129,253,253.38,125,69,50,189.7,"4,789"
13,https://www.zomato.com/bangalore/nandhana-palace-indiranagar/order,Nandhana Palace,4,100,Biryani, Andhra, North Indian, Chinese, Mughlai, South Indian, Desserts, Beverages,https://www.zomato.com/bangalore/nandhana-palace-indiranagar/order,Indiranagar,12.96213054,77.64194693,"  Todays Exclusive Dishes (1), Recommended (34), Acclaimed Biryanis (2)  ", Supreme Boneless Chicken Biryani, Recommended, Carrot 65, Supreme Boneless Chicken Biryani, Murgh Tikka Masala, Chicken 65 Boneless, Egg Fried Rice, Chicken Lollipop Biryani, Ghee Rice, Double Ka Meetha, Andhra Chicken Kebab, Paneer Butter Masala, Vegetable Fried Rice, Butter Chicken Masala, Fish Fry, Tender Coconut Pudding, Paneer 65, Dal Fry, Chicken Sholay Kebab, Lemon Chicken Boneless,245,295,325,325,270,299,230,99,299,290,260,325,450,99,295,225,325,325,325,315,281.05,"8,269"
15,https://www.zomato.com/bangalore/corner-house-ice-creams-residency-road-bangalore/order,Corner House Ice Creams,4.5,100,Ice Cream, Desserts, Shake,,,,,,https://www.zomato.com/bangalore/corner-house-ice-creams-residency-road-bangalore/order,Residency Road,12.97367472,77.60932188,"  Recommended (35), Double Scoop (18), Ice Creams (18)  ", Death By Chocolate, Cake Fudge, Magnum - Hot Chocolate Fudge, Regular - Hot Chocolate Fudge, Chocolate Nut Sundae, Junior - Hot Chocolate Fudge, Brown Bomb, Chocolate Truffle With Ice Cream And Chocolate Sauce, Hot Caramelo Pudding, Trilogy, Almond Fudge, Cafe Caramel, Brownie Fudge Sundae, Black Forest Cake With Ice Cream And Chocolate Sauce, Jelly With Ice Cream And Cream, Extra Chocolate Sauce, Mango (Double Scoop), Strawberry (Double Scoop), Royal Butterscotch, Chocolate Malt Thick Shake,150,200,150,160,130,185,200,175,230,200,200,175,175,130,50,105,105,200,200,185,165.25,"6,069"
17,https://www.zomato.com/bangalore/chicking-1-rajajinagar-bangalore/order,Chicking,3.7,100,Fast Food, Burger, Pizza,,,,,,https://www.zomato.com/bangalore/chicking-1-rajajinagar-bangalore/order,Rajajinagar,12.9809325,77.5629622,"  Recommended (29), Bucket Offer (4), Combos (37)  ", 2 Rapid Booster Combo, Crunchy Supreme Burger, 1 M Crunchy Burger with Hot and Crispy Chicken and Beverage, 2 Delite Veg with 2 Delite Non Veg, Rapid Booster with 1 Chickpop [Large], Chickpop, Hot and Crispy Chicken Bucket, Boneless Crispy Chicken Strips [3 Pieces] with Hot and Spicy Chicken Wings [6 Pieces], Chicken Nuggets [5 Pieces], Tandoori Bites [12 Pieces], Royal Crunchy Burger with Fries [Medium], Chicken [5 Pieces] with 2 Garlic Dip, Rapid Booster with Chicken Wings [8 Pieces] and Fries [Large], Tasty Hot and Crispy Chicken, Hot and Crispy Chicken [4 Pieces] with Fries [Medium] and Coke, M Crunchy Burger, Royal Crunchy Burger, Mexican Shawarma Wrap, Chicken Wings [6 Pieces] with Chicken Strips [6 Pieces] and 1 Chickpop [Medium], Coke [300 ml],199,259,299,329,179,348,299,109,239,259,499,499,129,379,145,149,139,519,47,199,261.15,817
19,https://www.zomato.com/bangalore/cakezone-koramangala-6th-block-bangalore/order,CakeZone,4.4,100,Bakery, Ice Cream,,,,,,,https://www.zomato.com/bangalore/cakezone-koramangala-6th-block-bangalore/order,Koramangala,12.940404,77.625173,"  Recommended (40), Best Sellers (7), Eggless Cakes (16)  ", Black Forest Cake, Chocolate Jar Cake, Rasmalai Jar Cake, Premium Cupcakes Combo, Premium Cupcakes Combo, Chocolate Truffle Cake, Red Velvet Heart Cake, Mango Fruit Cake, French Blueberry Cheesecake Slice, Red Velvet Pastry, Chocolate Truffle Eggless Cake, Butterscotch Overload Eggless Cake, Chocolate Overload Eggless Cake, Pineapple Pastry, Pineapple Vanilla Cake, Death By Chocolate Pastry, Choco Lava Cake, Black Forest Eggless Cake, Vanilla Cake - Egg, Chocolate Truffle Pastry,209,209,439,439,609,709,599,239,129,649,629,689,99,539,149,85,659,439,109,649,413.8,"2,493"
21,https://www.zomato.com/bangalore/wow-momo-church-street-bangalore/order,WOW! Momo,4,100,Momos, Fast Food, Tibetan,,,,,,https://www.zomato.com/bangalore/wow-momo-church-street-bangalore/order,Church Street,12.975141,77.603971,"  Recommended (11), New Launch (4), Chilli Momos (4)  ", Chicken Darjeeling Steam Momo, Chicken Cheese Fried Momo, Corn Cheese Fried Momo, Chicken Darjeeling Fried Momo, Corn Cheese Steam Momo, Red Bull, Chicken Cheese Pan Fried Momo in Schezwan Sauce (Spicy), Corn Cheese Chilli Momo, Chicken Cheese Steam Momo, Chicken Chilli Momo, Paneer Steam Momo, New Launch, Paneer Fried Peri Peri Momo, Corn Cheese Fried Peri Peri Momo, Chicken Darjeeling Fried Peri Peri Momo, Chicken Cheese Fried Peri Peri Momo, Chilli Momos, Chicken Cheese Chilli Momo, Chicken Chilli Momo, Corn Cheese Chilli Momo,315,279,259,239,166.67,335,279,275,299,229,295,305,285,339,355,299,279,275,275,219,280.08,32
23,https://www.zomato.com/bangalore/mojo-pizza-2x-toppings-shanti-nagar-bangalore/order,MOJO Pizza - 2X Toppings,4.4,100,Pizza, Fast Food, Desserts, Beverages,,,,,https://www.zomato.com/bangalore/mojo-pizza-2x-toppings-shanti-nagar-bangalore/order,Shanti Nagar,12.961168,77.598239,"  Recommended (25), TOOMUCH Combos FREE Pepsi & Choco Lava worth ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¹120 (5), Half & Half Pizzas Big 10 (3)  ", Chicken Smokey Joe Pizza, Double Cheese Margherita Pizza., Paneer Tikka Pizza., Cheeselicious Garlic Bread," Any 2 Big 10 Pizzas [FREE Choco Lava Cake & Pepsi]""""", Choco Lava Cake," Farmers Market Pizza"""""""""," Any 2 Regular 7 Pizza + Any Starter [FREE Choco Lava Cake & Pepsi]""""", Double Trouble Chicken Pizza.," Any Big 10 Pizza + Any Starter [FREE Choco Lava Cake & Pepsi]""""", The Meat Eater Pizza, Belgian Chocolate Mousse Cake, Veggie Paradise Pizza, Pepsi [500 ml], Italian Stuffed Garlic Bread, Paneer Tikka Stuffed Garlic Bread, Classic Garlic Breadsticks + Cheesy Dip [Free], 100% Saffron & Pistachio [KASHMIR], Chocolate Overload Brownie, Almond Butterscotch [LONDON],345,425,149,695,99,195,595,535,545,315,89,265,60,169,169,139,99,99,69,475,276.55,344
25,https://www.zomato.com/bangalore/anand-sweets-and-savouries-commercial-street-bangalore/order,Anand Sweets And Savouries,4.3,250,Mithai, Street Food, Beverages, Desserts,,,,,https://www.zomato.com/bangalore/anand-sweets-and-savouries-commercial-street-bangalore/order,Commercial Street,12.98164454,77.60982279,"  Recommended (5), Winter Specials @ ANAND (16), Gift Packs (15)  ", Doodh Burfi, Choco Mango Bite, Badam Halwa, Moong Burfi, Soan Halwa, Winter Specials @ ANAND, Dry Fruit Gajjak (400 Gms), Dry Fruit Gajjak (200 Gms), Gud Khasta Gajjak (400 Gms), Gud Khasta Gajjak (200 Gms), Badam Till Patti (400 Gms), Badam Till Patti (200 Gms), Ground nut Patti (400 Gms), Ground Nut Patti (200 Gms), Gur Rewri (400 Gms), Gur Rewri (200 Gms), Gur Roll (250 Gms), Gur Roll (150 Gms), Gur Gajjak Twist, Disco Gur Rewri,320,320,150,220,342.86,171.44,342.86,171.43,342.86,171.43,342.86,171.43,342.86,171.43,190.49,114.29,228.57,228.57,342.86,80,238.31,"2,204"
26,https://www.zomato.com/bangalore/easybites-by-empire-brigade-road-bangalore/order,EasyBites by Empire,4.1,250,Burger, Fast Food, Beverages,,,,,,https://www.zomato.com/bangalore/easybites-by-empire-brigade-road-bangalore/order,Brigade Road,12.96728502,77.60896213,"  Recommended (23), Peri-peri (new) (9), Seafood (3)  ", Big Solo Burger Meal, Easy Burger Box, Easy Solo Burger Meal, Peri Peri Crispy Chicken (1pc), Tandoori Crispy Chicken Burger, Chicken Popcorn, 2 Chicken Burgers, Chicken & Wings Combo, Cajun Crispy Chicken Burger, Eb Crispy Fish, Classic Crispy Burger, Eb Crispy Chicken, Twin Burger Meal, Boneless Chicken Strips, Crispy Chicken Sandwich, Hot Chicken Wings, Peri Peri Crispy Chicken, Ultimate Burger Combo, Leg Piece Bucket, Easy Veg Burger Box,269,225,109,149,129,279,344,149,239,149,99,389,139,157,149,105,649,475,229,175,230.35,591
28,https://www.zomato.com/bangalore/ammas-pastries-ulsoor/order,Amma's Pastries,4.2,250,Bakery,,,,,,,,https://www.zomato.com/bangalore/ammas-pastries-ulsoor/order,Ulsoor,12.98829817,77.61757337,"  Recommended (22), Meals (2), Rice and Biryani (5)  ", Carrier Meal [Serves 3], Andhra Meal [Serves 1 , Mutton Biryani, Chicken Biryani, Boneless Mutton Pepper, Boneless Chicken Sholay Kebab, Chilli Chicken, Chicken Guntur Semi Dry, Chicken 65, Paneer Sholay Kebab, Veg Biryani, Boneless Chicken Sixer, Nati Kodi Fry, Chapati, Plain Rice, Egg Omelette, Buttermilk, Gobhi Pepper Fry, FIsh Curry, Mushroom Pepper Fry,305,385,330,415,350,335,365,340,275,250,370,325,55,105,105,35,250,420,270,305,279.5,543
29,https://www.zomato.com/bangalore/subway-lavelle-road/order,Subway,3.8,250,Healthy Food, Sandwich, Wraps, Salad, Fast Food, Beverages,,,https://www.zomato.com/bangalore/subway-lavelle-road/order,UB City,12.97180948,77.59619884,"  Recommended (2), Sandwiches (23), Salads (21)  ", Paneer Tikka Sandwich, Veggie DeliteÃƒâ€šÃ‚Â® Sandwich, Sandwiches, Egg & Cheese Sandwich, Chicken Slice Egg & Cheese Sandwich, Aloo Patty Sandwich, Chatpata Chana Sandwich, Corn & Peas Sandwich, Hara Bhara Patty Sandwich, Mexican Patty Sandwich, Paneer Tikka Sandwich, Tandoori Tofu Sandwich, Veg Shammi Sandwich, Veggie DeliteÃƒâ€šÃ‚Â® Sandwich, Veg Seekh Sandwich, Chicken Kofta Sandwich, Chicken Slice Sandwich, Chicken Teriyaki Sandwich, Roasted Chicken Strip Sandwich, Tandoori Chicken Tikka Sandwich,195.2,195.2,214.3,214.3,214.28,214.3,233.3,233.3,233.3,233.3,233.3,195.2,214.3,252.4,252.4,261.9,252.4,252.4,261.9,262,230.94,"1,147"
30,https://www.zomato.com/bangalore/faasos-wraps-rolls-shanti-nagar-bangalore/order,Faasos - Wraps & Rolls,3.8,250,Rolls, Wraps, Fast Food,,,,,,https://www.zomato.com/bangalore/faasos-wraps-rolls-shanti-nagar-bangalore/order,Shanti Nagar,12.9618966,77.59435851,"  Recommended (35), Whats Exciting (11), Party Meals (10)  ", American Smoked Sausage Wrap, Jumbo Falafel-Salsa Wrap, Chicken Bhuna Wrap, Bhuna Chicken Overloaded Wrap, Baked Pizza Wrap (Veg), Masala Paneer Tikka Wrap, Masala Chicken Tikka Wrap, Chicken Signature Rice Bowl., Paneer Signature Rice Bowl (Regular), Chipotle Potato Shots Wrap.., (Serves 2) Triple Value Veg Wrap + 2 Thums Up, (Serves 2) Double Value Paneer Wrap & Bowl Meal (Veg), Double Egg Chatpata Roll, Chipotle Cheese Potato Roll, Cheese Melt Paneer Wrap & Brownie, Cheese Melt Chicken Wrap & Choco Lava, Smokey Butter Chicken Wrap.. (Newly Launched), Cheese Melt Paneer Wrap & Wedges Mini Meal, (Serves 1) Super Saver Paneer Tikka Wrap Meal + Thums up, Classic Wrap and Dessert Meal,209,185,259,219,175,185,245,229,145,409,369,99,145,275,265,259,259,259,259,239,234.4,826
31,https://www.zomato.com/bangalore/big-bite-vijay-nagar/order,Big Bite,4.3,250,Fast Food, Chinese, Street Food, Burger, Pizza, Beverages, Ice Cream,,https://www.zomato.com/bangalore/big-bite-vijay-nagar/order,Vijay Nagar,12.96748498,77.53583372,"  Barbeque (9), Bread (1), Rice and Biryani (8)  ", Paneer Tikka, Soya Chaap, Paneer Shawarma Roll, Soya Chaap Shawarma Roll, Aloo Tikka, Mix Veg Tikka, Paneer Hariyali Tikka, Mushroom Tikka, Pineapple Tikka, Bread, Special Kulcha, Rice and Biryani, Special Tawa Pulao, Peri Peri Tawa Pulao, Tawa Pulao, Paneer Tawa Pulao, Mushroom Tawa Pulao, Cheese Tawa Pulao, Hyderabadi Tawa Biryani, Chettinad Tawa Biryani,180,110,110,85,180,180,180,129,135,175,105,105,115,115,115,105,105,160,140,140,133.45,"17,400"
32,https://www.zomato.com/bangalore/taco-bell-brigade-road-bangalore/order,Taco Bell,3.8,250,Mexican, Wraps, Fast Food,,,,,,https://www.zomato.com/bangalore/taco-bell-brigade-road-bangalore/order,Magrath Road,12.9702177,77.61013225,"  Recommended (28), Special Combos (Great Savings) (13), Newly Launched (5)  ", Naked Chicken Taco, 7 Layer Burrito - Non veg, Big Bell Box - Non Veg, Assorted Platter Non Veg, Big Bell Box - Veg, Taco & Chalupa Bundle - Non Veg, Naked Chicken Taco Meal, Crunchy Taco Pinto Bean, Mexi Wrap - Potato, Soft Taco Mexican Paneer, Chickstar Wrap, Vegstar Wrap, Quesadilla - Veg, Chalupa - Grilled Chicken, Mexi Wrap - Chicken," Churros N Chocolate""""""""", Chalupa - Mexican Paneer (Veg), Cinnamon Twist, Fiesta Taco - Potato, Mexican Fries,269,319,429,269,599,379,105,59,105,205,185,185,185,85,85,165,59,59,109,109,198.2,"1,686"
33,https://www.zomato.com/bangalore/eatfit-cunningham-road-bangalore/order,EatFit,4,250,Healthy Food, North Indian, Pizza, Burger, Pasta, Biryani, Chinese, Beverages,https://www.zomato.com/bangalore/eatfit-cunningham-road-bangalore/order,Cunningham Road,12.986283,77.594839,"  Todays Exclusive Dishes (1), Recommended (39), Multigrain Pizza (24)  ", Butter Paneer Kulcha Burger, Recommended," 8 Indie Chicken Tikka Pizza""""", Butter Chicken Kulcha Burger, Shahi Murgh Biryani," 8 UnMeat Veg Spicy Pizza"""""," 8 Classic Paneer Pizza""""", Butter Paneer Kulcha Burger, Chana Masala, Aloo Gobhi, Paratha Thali, Lasooni Methi Chicken, Soya Masala Sabzi & Jeera Pulao, Fruit Pop Oatmeal, Chocolate Fruit Pop, Yellow Dal Tadka, Bhindi Chana & Jeera Pulao, Butter Paneer, Aloo Gobhi & Jeera Pulao, Whole Wheat Chicken Momos with Chilli Dip,329,259,299,329,319,249,249,269,189,219,209,259,249,179,229,169,309,259,169,249,249.5,"1,914"
34,https://www.zomato.com/bangalore/ovenstory-pizza-1-shanti-nagar-bangalore/order,Ovenstory Pizza,4.3,250,Pizza, Fast Food,,,,,,,https://www.zomato.com/bangalore/ovenstory-pizza-1-shanti-nagar-bangalore/order,Shanti Nagar,12.96184465,77.59435482,"  Recommended (25), Chinese Pizza Collection (6), 1 Plus 1 Semizza at 299 (Serves 2) (3)  ", Chicken Tikka Pizza [Medium], Margherita Semizza [Half Pizza], Exotic Veggies & Peri Peri Cheese Pizza [Medium], Two Loaded-Non-Veg Medium Pizza Combo., Cheese-Infused Garlic Bread (with Free Cheese Dip)., Double Cheese Margherita Semizza [Half Pizza], Bbq Chicken Semizza [Half Pizza], Double Chicken Feast Pizza [Medium], Schezwan-Chicken Pizza., Corn Veggie Delight Pizza [Medium], Double Cheese Margherita Pizza [Medium], Smoked Chicken Sausage Pizza [Medium], Margherita (Medium), Chicken Kheema Lasagne, Tandoori Paneer Tikka Semizza [Half Pizza], New York Cheesecake, Potato Wedges, Molten Lava Cake, SWIG Green Apple, Chipotle Cheese Dip,148,549,899,149,219,279,499,439,399,399,399,315,299,269,189,129,109,59,25,599,318.55,"1,061"
35,https://www.zomato.com/bangalore/nic-ice-creams-frazer-town-bangalore/order,NIC Ice Creams,4.5,250,Ice Cream,,,,,,,,https://www.zomato.com/bangalore/nic-ice-creams-frazer-town-bangalore/order,Frazer Town,12.99938247,77.61199102,"  Recommended (30), 500 ml Ice Creams (17), Happy New Year 2023 Combos (3)  ", Alphonso Mango Ice Cream 500ml, Tender Coconut Ice Cream 500ml, Stick Malai Kulfi, French Vanilla Ice Cream 100ml, Chocochips Ice Cream 100ml, Madagascar Chocolate Ice Cream 500ml, Chocochips Ice Cream 500ml, Chocochips Ice Cream 750ml, Alphonso Mango Ice Cream 750ml, Dryfruit Overload Ice Cream 500ml, Roasted Almond Ice Cream 500ml, Kesar Pista Ice Cream 500ml, Matka Malai Kulfi [pack Of 2], Belgian Chocolate Ice Cream 100ml, Strawberry Cheesecake Ice Cream 500ml, Tender Coconut Ice Cream 750ml, Slice Malai Kulfi [pack Of 3], Gulab Jamun Ice Cream 500ml, Alphonso Mango Ice Cream 100ml, Coffee Walnut Ice Cream 500ml,245.76,50.85,76.27,63.56,338.98,245.76,313.56,313.56,296.61,245.76,245.76,135.59,84.75,338.98,313.56,152.54,271.19,63.56,245.76,51,204.66,"2,040"
36,https://www.zomato.com/bangalore/samosa-party-brigade-road-bangalore/order,Samosa Party,4.5,100,Street Food, Tea,,,,,,,https://www.zomato.com/bangalore/samosa-party-brigade-road-bangalore/order,BTM,12.91173736,77.60354776,"  Todays Exclusive Dishes (3), Recommended (5), Street Food Festival (16)  ", Ginger Chai Flask, Samosa Party Bucket - Mini Punjabi Aloo, Samosa Party Bucket - Mini Punjabi Aloo, Recommended, All In One Party Bucket, Punjabi Aloo Samosa (1 Pc), Ginger Chai Flask, Party Box Of 50 Samosas, Punjabi Aloo Samosa (1 Pc), Street Food Festival, Samosa Party Bucket - Bread Pakoda, Samosa Party Bucket - Pyaaz Kachori, Bun Tikki., Matar Kulcha (2 Pcs), Dahi Samosa Chaat, Dahi Kachori Chaat, Dahi Tikki Chaat, Chole Tikki Chaat, Chole Samosa Chaat, Matar Samosa Chaat,129,129,449,39,129,2250,39,109,129,99,199,109,109,109,139,139,139,69,89,199,240.05,"1,461"
37,https://www.zomato.com/bangalore/warmoven-cake-desserts-vasanth-nagar-bangalore/order,WarmOven Cake & Desserts,3.9,100,Bakery, Desserts, Beverages,,,,,,https://www.zomato.com/bangalore/warmoven-cake-desserts-vasanth-nagar-bangalore/order,Vasanth Nagar,12.99221787,77.5942529,"  Recommended (31), Plum Cake (2), Premium Collection (5)  ", Chocolate Truffle Sundae, Cherish Chocolate Bento Cake, Chocolate Truffle Jar Cake, Chocolate Truffle Cake [Eggless], Mad Over Chocolate Cake [Eggless], Chocolate Truffle Cake [Egg], Propose Cake - Eggless, Oreo Cake [Eggless], Oreo Cake [Egg], Cake Fudge Sundae, Death By Chocolate (DBC) Jar Cake, Red Velvet Sundae, Choco Lava Cake, Chocolate Truffle Heart Cake - Egg, Regal Red Velvet Bento Cake, Gooey Truffle Brownie, Rich Chocolate Truffle Pastry, Black Forest Gateau [Egg], Walnut Brownie, Classic Black Forest Pastry,299,169,659,619,619,579,509,469,229,169,179,71,609,299,99,89,519,99,79,299,333.1,790
38,https://www.zomato.com/bangalore/sri-udupi-food-hub-majestic-bangalore/order,Sri Udupi Food Hub,4.1,100,South Indian, North Indian, Chinese, Sandwich, Street Food, Ice Cream, Shake, Beverages,https://www.zomato.com/bangalore/sri-udupi-food-hub-majestic-bangalore/order,Majestic,12.97813724,77.57977707,"  Recommended (4), Bombat Breakfast (7), Breakfast Combos (3)  ", Set Dosa, Onion Dosa, Masala Dosa, Rava Dosa, Bombat Breakfast, Vada [1 Piece], Rava Idli, Idli Vada [1 Piece], Curd Vada, Buns [2 Pieces], Bonda Soup, Thatte Idli [1 Piece], Breakfast Combos, Butter Masala Dosa with Rava Idli, Mysore Masala Dosa with Idli Vada and Tea, Mysore Masala Dosa with Idli Vada and Coffee, Dosa, Dosa Platter, Paper Masala Dosa, Rava Onion Masala Dosa,95,85,100,46,62,70,60,80,80,40,149,180,180,399,110,120,110,85,85,95,111.55,403
39,https://www.zomato.com/bangalore/manis-dum-biryani-ulsoor/order,Mani's Dum Biryani,4.1,100,Biryani, Kebab,,,,,,,https://www.zomato.com/bangalore/manis-dum-biryani-ulsoor/order,Ulsoor,12.97736333,77.61929199,"  Recommended (17), Delight Series Biryani (8), Half Biryani (10)  "," Dlite Chicken IPL Biryani [Serves 1"""""," 12 Pieces]""", Chicken Biryani Bucket Combo," Dlite Chicken 65 Biryani [Serves 1"""""," 3 Pieces]""", Egg Biryani Half [Serves 1, 2 Eggs], Hot and Spice Chicken [Small Cubes, 30 Pieces], Paneer Biryani Half [Serves 1], Veg Biryani Half [Serves 1], Egg Biryani [Regular, Serves 1, 2 Eggs], Egg Biryani [Large, Serves 2-3, 4 Eggs], Chicken Biryani Full [Serves 1-2, 4 Pieces]," Dlite Chicken Kuska [Serves 1]""""""""",2099,299,239,299,339,259,259,479,429,199,379,359,179,349,329,299,299,299,299,199,394.5,"4,879"
40,https://www.zomato.com/bangalore/kannur-food-point-btm/order,Kannur Food Point,3.7,100,Kerala, Chinese, South Indian, Arabian, Juices, Beverages, Shake,,https://www.zomato.com/bangalore/kannur-food-point-btm/order,BTM,12.93133766,77.60813367,"  Recommended (30), KFP Specials (3), Starters (3)  ", Chicken Fried Rice, Ghee Rice, Butter Chicken, Chicken Masala, Chicken Fry Dry, Veg Fried Rice, Egg Fried Rice, Grill chicken half, Garlic Chicken, Biryani Rice, Pothu Roast Semi Gravy(full), Chicken biriyani thalassery (full, Egg Bhurji, Chicken 65 Dry, Paneer Fried Rice, Kadai Chicken, Chicken biriyani thalassery (half, Paneer Butter Masala, Grill chicken full, Egg Masala [2 Eggs],80,120,120,120,90,95,225,120,90,225,130,45,120,97.5,120,95,115,445,75,45,128.63,"50,200"
41,https://www.zomato.com/bangalore/lassi-shop-1-residency-road-bangalore/order,Lassi Shop,3.1,100,Fast Food, Burger, Ice Cream, Desserts, Shake, Juices, Beverages,,https://www.zomato.com/bangalore/lassi-shop-1-residency-road-bangalore/order,Residency Road,12.967382,77.599929,"  Lassi (10), Specials (5), Combos (9)  ", Sweet Lassi, Banana Lassi, Mango Lassi, Fruit Lassi, Saffron Lassi, Dry Fruit Lassi, Strawberry Lassi, Mango and Banana Lassi, Saffron and Dryfruit Lassi, Chocolate Lassi, Specials, Oreo Brownies Shake, Brownie Chocolate Shake, KitKat Brownie Shake, Snickers Brownie Shake, Nutella Brownie Shake, Combos, Veg Grilled Sandwich with Fresh Lime Combo, Veg Cheese Grilled Sandwich with Fresh Lime Combo, Veg Chilli Cheese Grilled Sandwich with Fresh Lime Combo,50,60,70,70,70,70,60,70,75,110,110,110,110,110,70,80,80,70,70,80,79.75,42
42,https://www.zomato.com/bangalore/pizza@99-rajajinagar-bangalore/order,Pizza@99,3.2,100,Pizza, Burger, Fast Food,,,,,,https://www.zomato.com/bangalore/pizza@99-rajajinagar-bangalore/order,Rajajinagar,12.9885796,77.548214,  Sweets (9), Badam Halwa (50 Gms), Ghee Mysore Pak (50 Gms), Jamoon (1 Pc), Kaju Mysore Pak (50 Gms), Rasamalai (1 Pc), Benne Murukku (200 Gm), Khara Boondi (200 Gm), Khara Mixture (200 Gm), Ompudi (200 Gm), , , , , ,,,,,,,56,35,58,62,90,90,90,90,0,0,0,0,0,0,0,0,0,0,0,0,47.58,269
44,https://www.zomato.com/bangalore/beijing-bites-richmond-road/order,Beijing Bites,4.2,100,Chinese, Asian, Thai, Seafood, Malaysian,,,,https://www.zomato.com/bangalore/beijing-bites-richmond-road/order,Richmond Road,12.96549815,77.60135472,"  Recommended (30), Appetizer (50), Soups (24)  ", Chicken Schezwan Noodles, Chicken Butter Garlic Noodles, Chicken Stewed Rice, Veg Chilli Garlic Chow Mein, Chicken Lollipop, Mixed Koithio, Mixed Fried Rice, Chicken Chilli Garlic Rice, Honey Spiced Potato, Chicken Dragon Chop Suey, Burnt Pepper Prawns, Chicken Manchow Soup, Chicken Leefu Noodles, Chicken Spring Rolls, Chicken Fried Rice, Egg Schezwan Noodles, Chicken Chow Mein, Dragon Fish, Chicken Sweet Corn Soup, Thai Veg Green Curry With Steamed Rice,225,269,215,349,255,240,225,299,255,379,185,225,289,220,220,215,379,185,360,179,258.4,"4,061"
45,https://www.zomato.com/bangalore/kannur-food-kitchen-btm-bangalore/order,Kannur Food Kitchen,3.7,100,South Indian, Biryani, Chinese, Arabian, Beverages, Shake,,,https://www.zomato.com/bangalore/kannur-food-kitchen-btm-bangalore/order,BTM,12.9238006,77.611265,"  Recommended (32), Combos (4), Arabian Special (2)  ", Thalassery Chicken Biryani, Appam, Ghee Rice with Chicken Curry, Alfaham, Biryani Rice, Chicken Curry, Chicken Masala, Ghee Rice, Chicken Roast, Kannur Special Cocktail, Watermelon Juice, Egg Biryani, Pepsi [750 ml], Ghee Rice with Dal Curry and Chicken Kabab, Fish Biryani, Tender Coconut Sweet Pudding, Oreo Milkshake, Pepsi [250 ml], Rumali Roti, Anar Juice,10,134.5,114.5,59.5,64.5,64.5,52.5,104.5,65,40,99.5,47.5,139.5,149.5,65,50,25,15,40,35,68.78,"19,100"
46,https://www.zomato.com/bangalore/chai-point-church-street-bangalore/order,Chai Point,4,100,Tea, Beverages, Shake, Fast Food, Rolls, Desserts, Coffee,,https://www.zomato.com/bangalore/chai-point-church-street-bangalore/order,Church Street,12.97500348,77.6048379,"  Recommended (10), New Launch Food Delights (8), Seasonal Delights (4)  ", Double Anda Roll Combo, Hazelnut ON FLEEK, Filter Coffee Mini Flask, Anda Peppy Paratha With Cheese In Wheat Flour (Atta), Veg Puff, Kashmiri Kawah - Mega Flask ( Serves 8 - 10), Lemon Grass Megaflask ( Serves 8 - 10), Filter Coffee Uniflask, Anda Paratha Combo, Kesar Elaichi Chai Megaflask ( Serves 8 - 10), New Launch Food Delights, Samosa Chaat, Bread Pakoda Binge Pack, Paneer Tikka Peppy Roll, Chicken Tikka Peppy Roll, Amaranth Fudgy Brownie (Gluten Free), Cheese croissant, Pesto Paneer Croissant (V), Egg & Cheese Multiseed Croissant, Seasonal Delights,205,200,190,69,350,350,130,269,350,179,239,199,219,220,180,260,240,245,350,199,232.15,759
