Unique_id,Links,Name,Ratings,Price_for_one,Cuisine
177,https://www.zomato.com/bangalore/calicut-cafe-restaurant-btm-bangalore/order,Calicut Cafe Restaurant,3.4,100,"Kerala, South Indian, Biryani, Chinese, Juices, Beverages, Shake, Sichuan"
178,https://www.zomato.com/bangalore/the-biryani-life-shanti-nagar-bangalore/order,The Biryani Life,3.4,100,"Biryani, Kebab, Hyderabadi, Lucknowi"
179,https://www.zomato.com/bangalore/xo-belgian-waffle-koramangala-5th-block/order,XO Belgian Waffle,4.3,100,"Desserts, Beverages, Waffle, Shake"
180,https://www.zomato.com/bangalore/cafe-coffee-day-1-lavelle-road-bangalore/order,Cafe Coffee Day,3.8,250,"Cafe, Fast Food, Coffee, Beverages, Desserts"
181,https://www.zomato.com/bangalore/shanthi-sagar-basaveshwara-nagar/order,Shanthi Sagar,4.1,250,"South Indian, North Indian, Chinese, Street Food, Ice Cream, Desserts, Shake, Beverages"
182,https://www.zomato.com/bangalore/ayodhya-vihar-pure-veg-jeevan-bhima-nagar-bangalore/order,Ayodhya Vihar Pure Veg,4.2,250,"North Indian, Chinese, South Indian, Beverages, Desserts, Juices, Ice Cream, Shake"
183,https://www.zomato.com/bangalore/ayodhya-sagar-basaveshwara-nagar-bangalore/order,Ayodhya Sagar,4.1,250,"South Indian, North Indian, Chinese, Street Food, Desserts, Beverages"
184,https://www.zomato.com/bangalore/ibaco-brigade-road-bangalore/order,ibaco,4.5,250,"Ice Cream, Bakery, Desserts"
185,https://www.zomato.com/bangalore/new-krishna-sagar-hbr-layout/order,New Krishna Sagar,4.1,250,"South Indian, North Indian, Chinese, Street Food, Beverages"
186,https://www.zomato.com/bangalore/sweet-truth-cake-and-desserts-shanti-nagar-bangalore/order,Sweet Truth - Cake and Desserts,3.3,250,"Desserts, Bakery"
187,https://www.zomato.com/bangalore/just-shawarma-indiranagar-bangalore/order,Just Shawarma,3.9,250,"Lebanese, Fast Food, Beverages"
188,https://www.zomato.com/bangalore/hotel-kadamba-veg-rajajinagar/order,Hotel Kadamba Veg,4.2,250,"South Indian, North Indian, Chinese, Salad, Mithai, Beverages"
189,https://www.zomato.com/bangalore/ludos-pizza-koramangala-6th-block-bangalore/order,Ludos Pizza,4,250,"Pizza, Fast Food, Desserts, Beverages"
190,https://www.zomato.com/bangalore/cupcake-bliss-cakes-desserts-vasanth-nagar-bangalore/order,Cupcake Bliss Cakes & Desserts,3.5,250,"Bakery, Desserts"
191,https://www.zomato.com/bangalore/indraprastha-restaurant-vijay-nagar/order,Indraprastha Restaurant,4,250,"North Indian, Chinese, Biryani"
192,https://www.zomato.com/bangalore/gowdru-hotel-vijay-nagar-bangalore/order,Gowdru Hotel,3.6,100,"Biryani, South Indian, North Indian"
193,https://www.zomato.com/bangalore/uttam-sagar-banaswadi/order,Uttam Sagar,4,100,"South Indian, North Indian, Street Food, Chinese, Fast Food, Beverages, Desserts"
194,https://www.zomato.com/bangalore/momo-zone-the-momo-company-vasanth-nagar-bangalore/order,Momo Zone - The Momo Company,3.5,100,"Chinese, Tibetan"
195,https://www.zomato.com/bangalore/sri-durga-chats-juice-vijay-nagar-bangalore/order,Sri Durga Chats & Juice,4.2,100,"Fast Food, Street Food, Beverages, Desserts"
196,https://www.zomato.com/bangalore/davanagere-benne-dose-jayanagar-bangalore/order,Davanagere Benne Dose,4.1,100,"South Indian, Kerala"
197,https://www.zomato.com/bangalore/paratha-envy-koramangala-6th-block-bangalore/order,Paratha Envy,4.2,100,North Indian
198,https://www.zomato.com/bangalore/afghani-tandoori-hub-btm-bangalore/order,Afghani Tandoori Hub,3.4,100,"Afghan, Fast Food, Chinese, North Indian, Desserts, Beverages, Sichuan"
199,https://www.zomato.com/bangalore/sree-banashankari-donne-biriyani-basaveshwara-nagar-bangalore/order,Sree Banashankari Donne Biriyani,4.1,100,"Biryani, South Indian"
200,https://www.zomato.com/bangalore/absolute-shawarma-thippasandra-bangalore/order,Absolute Shawarma,4.1,100,Shawarma
201,https://www.zomato.com/bangalore/muthashys-btm-bangalore/order,Muthashy's,4.2,100,"Kerala, South Indian, Chinese, Sichuan"
202,https://www.zomato.com/bangalore/the-dessert-zone-vasanth-nagar-bangalore/order,The Dessert Zone,3.4,100,"Desserts, Bakery"
203,https://www.zomato.com/bangalore/cream-stone-ice-cream-frazer-town-bangalore/order,Cream Stone Ice Cream,4.1,100,"Ice Cream, Desserts, Beverages, Shake"
204,https://www.zomato.com/bangalore/donne-biryani-palace-1-jayanagar-bangalore/order,Donne Biryani Palace,4.3,200,"Biryani, South Indian, North Indian, Chinese"
205,https://www.zomato.com/bangalore/new-udupi-garden-airport-road-bangalore/order,New Udupi Garden,3.7,200,"South Indian, North Indian, Beverages, Chinese"
206,https://www.zomato.com/bangalore/fb-cakes-btm-bangalore/order,FB Cakes,3.8,200,"Bakery, Desserts"
207,https://www.zomato.com/bangalore/aromas-of-biryani-1-jayanagar-bangalore/order,Aromas Of Biryani,3.9,200,"Biryani, North Indian, Chinese, Mughlai, Kebab, Seafood, Ice Cream, Beverages"
208,https://www.zomato.com/bangalore/siddique-kabab-centre-frazer-town/order,Siddique Kabab Centre,4,200,"Mughlai, Chinese, North Indian, Rolls, Sichuan"
209,https://www.zomato.com/bangalore/the-good-bowl-shanti-nagar-bangalore/order,The Good Bowl,4.3,200,"North Indian, Pasta, Italian"
210,https://www.zomato.com/bangalore/gopaljee-cafe-koramangala-7th-block-bangalore/order,Gopaljee Cafe,4.1,200,"Street Food, North Indian, Beverages"
211,https://www.zomato.com/bangalore/hotel-karavali-food-point-vijay-nagar/order,Hotel Karavali Food Point,3.7,200,"Mangalorean, South Indian, North Indian, Chinese"
212,https://www.zomato.com/bangalore/sri-venkateshwara-sweetmeat-stall-majestic/order,Sri Venkateshwara Sweetmeat Stall,4.5,200,"Mithai, Street Food, Fast Food, North Indian"
213,https://www.zomato.com/bangalore/mealful-rolls-indias-biggest-rolls-langford-town-bangalore/order,Mealful Rolls - India's Biggest Rolls,4.3,200,"Rolls, Fast Food, North Indian, Desserts, Beverages"
214,https://www.zomato.com/bangalore/kabab-king-restaurant-1-banashankari-bangalore/order,Kabab King Restaurant,3.4,200,"Chinese, North Indian, Beverages"
215,https://www.zomato.com/bangalore/the-momo-co-hosur-road-bangalore/order,The Momo Co.,3.7,200,"Chinese, Momos, Desserts, Beverages, Sichuan"
216,https://www.zomato.com/bangalore/ubq-by-barbeque-nation-ulsoor-bangalore/order,UBQ By Barbeque Nation,3.7,350,"North Indian, BBQ, Biryani, Kebab"
217,https://www.zomato.com/bangalore/nomad-pizza-traveller-series-indiranagar-bangalore/order,Nomad Pizza - Traveller Series,4.1,350,Pizza
218,https://www.zomato.com/bangalore/crustos-cheese-burst-pizza-koramangala-6th-block-bangalore/order,Crusto’s - Cheese Burst Pizza,4,350,Pizza
219,https://www.zomato.com/bangalore/the-cake-deluxe-basavanagudi-bangalore/order,The Cake Deluxe,4.2,350,Bakery
220,https://www.zomato.com/bangalore/sreeraj-lassi-bar-shanti-nagar/order,Sreeraj Lassi Bar,4.1,350,"Beverages, Shake, Ice Cream, Desserts"
221,https://www.zomato.com/bangalore/upahara-darshini-jayanagar/order,Upahara Darshini,4.1,350,"South Indian, North Indian, Fast Food, Street Food, Ice Cream, Beverages, Chinese"
222,https://www.zomato.com/bangalore/chinese-square-basavanagudi-bangalore/order,Chinese Square,3.9,350,"Chinese, Fast Food, Beverages, Shake"
223,https://www.zomato.com/bangalore/wonder-sipp-vijay-nagar-bangalore/order,Wonder Sipp,3.4,350,"Fast Food, Sandwich, Burger, Pizza"
224,https://www.zomato.com/bangalore/dum-biryani-hub-btm-bangalore/order,Dum Biryani Hub,3.5,350,"Biryani, North Indian, Chinese, Desserts, Beverages, Sichuan"
225,https://www.zomato.com/bangalore/the-cake-fancy-basavanagudi-bangalore/order,The Cake Fancy,4.3,350,Bakery
226,https://www.zomato.com/bangalore/apsara-ice-creams-koramangala-5th-block-bangalore/order,Apsara Ice Creams,4.6,350,"Ice Cream, Desserts"
227,https://www.zomato.com/bangalore/rooftop-cafe-jayanagar/order,Rooftop Cafe,3.6,350,"Pizza, Fast Food, Chinese, Coffee, Beverages"
228,https://www.zomato.com/bangalore/kailash-parbat-commercial-street-bangalore/order,Kailash Parbat,3.4,200,"North Indian, Street Food, Beverages"
229,https://www.zomato.com/bangalore/new-taj-darbar-shivajinagar-bangalore/order,New Taj Darbar,3.6,200,"North Indian, Chinese, Mughlai, Biryani"
230,https://www.zomato.com/bangalore/donne-biryani-house-vijay-nagar-bangalore/order,Donne Biryani House,3.6,200,"Biryani, North Indian, South Indian, Fast Food"
231,https://www.zomato.com/bangalore/bangarpet-chats-rajajinagar-bangalore/order,Bangarpet Chats,4.1,200,Street Food
232,https://www.zomato.com/bangalore/sri-srinivas-pork-hotel-ejipura-bangalore/order,Sri Srinivas Pork Hotel,3.4,200,Fast Food
233,https://www.zomato.com/bangalore/paris-panini-gourmet-sandwiches-indiranagar-bangalore/order,Paris Panini - Gourmet Sandwiches,4.3,200,"French, Continental, Panini, Beverages, Desserts"
234,https://www.zomato.com/bangalore/shanthi-sagar-ulsoor/order,Shanthi Sagar,4,200,"South Indian, North Indian, Chinese, Street Food, Desserts, Shake, Beverages"
235,https://www.zomato.com/bangalore/donne-biriyani-house-kammanahalli-bangalore/order,Donne Biriyani House,3.5,200,"Biryani, South Indian"
236,https://www.zomato.com/bangalore/sagar-seshadripuram-bangalore/order,Sagar,3.9,200,"North Indian, South Indian, Fast Food, Street Food, Chinese, Desserts, Shake, Beverages"
237,https://www.zomato.com/bangalore/kedias-fun-food-jayanagar/order,Kedia's Fun Food,4.2,200,"North Indian, Street Food, Beverages"
238,https://www.zomato.com/bangalore/ambur-hot-dum-biryani-btm/order,Ambur Hot Dum Biryani,3.9,200,Biryani
239,https://www.zomato.com/bangalore/gully-treats-basaveshwara-nagar-bangalore/order,Gully Treats,4.1,200,"Street Food, Fast Food, North Indian, Sandwich, Beverages, Sichuan"
240,https://www.zomato.com/bangalore/truecakes-domlur-bangalore/order,TrueCakes,4,100,"Bakery, Desserts"
241,https://www.zomato.com/bangalore/bucket-biryani-brigade-road-bangalore/order,Bucket Biryani,4.1,100,"Biryani, North Indian, Chinese, Mughlai, Kebab"
242,https://www.zomato.com/bangalore/zaza-22-spice-biryani-shanti-nagar-bangalore/order,ZAZA 22 Spice Biryani,4,100,"Biryani, North Indian, Mughlai, Desserts, Beverages"
243,https://www.zomato.com/bangalore/tharavadu-koramangala-5th-block-bangalore/order,Tharavadu,3.6,100,"Chinese, Biryani, South Indian, Kerala"
244,https://www.zomato.com/antarastriya/order,Antarastriya,3.8,100,"Pizza, Fast Food, Chinese, Beverages, Shake, Italian, Mexican, Juices"
245,https://www.zomato.com/bangalore/bake-and-juice-hosur-road-bangalore/order,Bake and Juice,3.8,100,"Arabian, Sandwich, Burger, Biryani, Lebanese, Beverages, Juices, Shake"
246,https://www.zomato.com/bangalore/la-heaven-malleshwaram-bangalore/order,La Heaven,4.3,100,"Bakery, Desserts"
247,https://www.zomato.com/bangalore/toscano-lavelle-road/order,Toscano,4,100,"Italian, Pizza, Salad, Continental, Seafood, Beverages, Desserts"
248,https://www.zomato.com/bangalore/leancrust-pizza-thincrust-experts-langford-town-bangalore/order,LeanCrust Pizza- ThinCrust Experts,4,100,"Pizza, Fast Food, Desserts, Beverages"
249,https://www.zomato.com/bangalore/juicy-airport-road/order,Juicy,4,100,"Beverages, Juices, Fast Food, Sandwich, Shake"
250,https://www.zomato.com/bangalore/lassi-corner-7-vijay-nagar-bangalore/order,Lassi Corner,3.4,100,"Beverages, Juices, Shake, Desserts, Ice Cream, Sandwich, Fast Food"
251,https://www.zomato.com/bangalore/auntie-fungs-indiranagar-bangalore/order,Auntie Fung's,4,100,"Asian, Thai, Vietnamese, Japanese, Indonesian, Chinese, Korean, Burmese"
252,https://www.zomato.com/bangalore/itc-master-chef-creations-koramangala-7th-block-bangalore/order,ITC Master Chef Creations,4.3,350,"North Indian, Biryani, Mughlai, Rolls, Kebab, Desserts, Modern Indian"
253,https://www.zomato.com/bangalore/the-thick-shake-factory-frazer-town-bangalore/order,The Thick Shake Factory,4.2,350,"Ice Cream, Shake, Desserts, Tea, Beverages"
254,https://www.zomato.com/bangalore/bhartiya-jalpan-commercial-street-bangalore/order,Bhartiya Jalpan,3.7,350,"North Indian, Street Food, Rajasthani, Bengali, Mithai, Beverages, Desserts"
255,https://www.zomato.com/bangalore/kolkata-famous-kati-roll-1-hbr-layout-bangalore/order,Kolkata Famous Kati Roll,3.9,350,Rolls
256,https://www.zomato.com/bangalore/rolls-n-snacks-vijay-nagar-bangalore/order,Rolls N Snacks,3.5,350,"Street Food, Fast Food, Sandwich, Burger, Pizza, Shake, Beverages"
257,https://www.zomato.com/bangalore/biryani-pot-btm/order,Biryani Pot,3.9,350,"Biryani, North Indian, Chinese, Hyderabadi, Andhra, Wraps, Sichuan"
258,https://www.zomato.com/bangalore/hyderabadi-biryani-hub-btm/order,Hyderabadi Biryani Hub,3.8,350,"Biryani, North Indian, Chinese, Mughlai, Beverages, Desserts"
259,https://www.zomato.com/bangalore/magnolia-bakery-indiranagar-bangalore/order,Magnolia Bakery,4.4,350,"Bakery, Desserts"
260,https://www.zomato.com/bangalore/pasta-street-cunningham-road/order,Pasta Street,4.3,350,"Pasta, Pizza, Italian, European, Salad, Desserts, Beverages"
261,https://www.zomato.com/bangalore/calcutta-victoria-chat-house-jeevan-bhima-nagar/order,Calcutta Victoria Chat House,3.6,350,"North Indian, Street Food, Desserts, Beverages"
262,https://www.zomato.com/bangalore/jose-mess-1-btm-bangalore/order,Jose Mess,4,350,"Kerala, South Indian, Biryani"
263,https://www.zomato.com/bangalore/shyamjis-chole-bhature-koramangala-5th-block-bangalore/order,Shyamji's Chole Bhature,3.9,350,"Street Food, North Indian"
264,https://www.zomato.com/bangalore/belgian-waffle-factory-indiranagar-bangalore/order,Belgian Waffle Factory,4.2,200,"Desserts, Waffle"
265,https://www.zomato.com/bangalore/kunafa-world-frazer-town-bangalore/order,Kunafa World,4.5,200,Desserts
266,https://www.zomato.com/bangalore/indiana-burgers-vasanth-nagar-bangalore/order,Indiana Burgers,3.9,200,"Burger, Rolls, Beverages, Desserts, Shake"
267,https://www.zomato.com/bangalore/donne-biryani-angadi-mane-sadashiv-nagar-bangalore/order,Donne Biryani Angadi Mane,3.7,200,"Biryani, South Indian"
268,https://www.zomato.com/bangalore/al-taza-koramangala-1st-block-bangalore/order,Al Taza,4.2,200,Lebanese
269,https://www.zomato.com/bangalore/melting-cheese-basavanagudi-bangalore/order,Melting Cheese,3.6,200,"Pizza, Sandwich, Fast Food, Street Food"
270,https://www.zomato.com/bangalore/sree-udupi-grand-majestic-bangalore/order,Sree Udupi Grand,4,200,"South Indian, North Indian, Chinese, Beverages, Shake"
271,https://www.zomato.com/bangalore/chopstick-rt-nagar-bangalore/order,Chopstick,4,200,"Chinese, Desserts, Seafood, Burger, Sichuan"
272,https://www.zomato.com/bangalore/mumbai-xpress-koramangala-5th-block-bangalore/order,Mumbai Xpress,3.7,200,"Fast Food, North Indian, Street Food, Beverages, Chinese, Shake, Sichuan"
273,https://www.zomato.com/bangalore/khan-saheb-grills-and-rolls-commercial-street-bangalore/order,Khan Saheb Grills And Rolls,3.5,200,"North Indian, Rolls, Kebab, Mughlai, Biryani, Beverages"
274,https://www.zomato.com/bangalore/ghee-and-turmeric-cunningham-road-bangalore/order,Ghee And Turmeric,4.2,200,North Indian
275,https://www.zomato.com/bangalore/cafe-grill-jeevan-bhima-nagar/order,Cafe Grill,4.1,200,"Chinese, North Indian, Rolls"
276,https://www.zomato.com/bangalore/hamza-hotel-shivajinagar-bangalore/order,Hamza Hotel,4.2,150,"North Indian, Chinese, Mughlai, Biryani, Rolls"
277,https://www.zomato.com/bangalore/rajasthani-taj-restaurant-btm-bangalore/order,Rajasthani Taj Restaurant,3,150,"North Indian, Chinese, Street Food, Rajasthani"
278,https://www.zomato.com/bangalore/sreenivasa-brahmins-bakery-1-basavanagudi-bangalore/order,Sreenivasa Brahmins Bakery,4.5,150,"Bakery, Desserts, Fast Food"
279,https://www.zomato.com/bangalore/kullad-cafe-btm/order,Kullad Cafe,3.8,150,"North Indian, Fast Food, Street Food, Shake, Beverages"
280,https://www.zomato.com/bangalore/olio-the-wood-fired-pizzeria-koramangala-6th-block-bangalore/order,Olio - The Wood Fired Pizzeria,3.6,150,"Pizza, Italian"
281,https://www.zomato.com/bangalore/daily-sushi-church-street-bangalore/order,Daily Sushi,4.1,150,"Japanese, Korean, Sushi, Asian"
282,https://www.zomato.com/bangalore/bombay-bitess-rajajinagar-bangalore/order,Bombay Bitess,3.6,150,"North Indian, Sandwich, Chinese, Street Food, Fast Food, Desserts, Shake, Juices"
283,https://www.zomato.com/bangalore/lulu-hypermarket-rajajinagar-bangalore/order,Lulu Hypermarket,3.8,150,"Arabian, North Indian, South Indian, Salad, Fast Food, Bakery"
284,https://www.zomato.com/bangalore/rolls-kitchen-langford-town-bangalore/order,Rolls Kitchen,4.2,150,"Rolls, Fast Food, Beverages"
285,https://www.zomato.com/bangalore/shawarma-time-1-rt-nagar-bangalore/order,Shawarma Time,3.8,150,"Lebanese, Rolls, Fast Food"
286,https://www.zomato.com/bangalore/friendly-neighbourhood-pizza-man-basavanagudi-bangalore/order,Friendly Neighbourhood Pizza - Man,4.3,150,"Pizza, Italian, Ice Cream, Shake"
287,https://www.zomato.com/bangalore/fb-café-by-frozen-bottle-shivajinagar-bangalore/order,FB Café By Frozen Bottle,3.7,150,Bakery
288,https://www.zomato.com/bangalore/firangi-bake-1-shanti-nagar-bangalore/order,Firangi Bake,3.9,300,"Italian, Mexican"
289,https://www.zomato.com/bangalore/pure-veg-meals-by-lunchbox-shanti-nagar-bangalore/order,Pure Veg Meals By LunchBox,3.7,300,North Indian
290,https://www.zomato.com/bangalore/vishnu-garden-rt-nagar/order,Vishnu Garden,4.2,300,"South Indian, North Indian, Chinese, Fast Food, Street Food, Ice Cream, Beverages, Shake"
291,https://www.zomato.com/bangalore/by-2-coffee-1-basavanagudi/order,By 2 Coffee,4.2,300,South Indian
292,https://www.zomato.com/bangalore/dum-safar-biryani-rajajinagar-bangalore/order,Dum Safar Biryani,4.1,300,"Biryani, Kebab, North Indian, BBQ, Desserts, Beverages"
293,https://www.zomato.com/bangalore/slay-coffee-basavanagudi-bangalore/order,SLAY Coffee,4.1,300,"Desserts, Coffee, Beverages, Pancake, Vietnamese, Cafe, Rolls, Wraps"
294,https://www.zomato.com/bangalore/sri-vishnu-park-btm/order,Sri Vishnu Park,4,300,"South Indian, North Indian, Chinese, Biryani, Beverages, Desserts"
295,https://www.zomato.com/bangalore/brew-cafe-2-btm-bangalore/order,Brew Cafe,4,300,"Fast Food, Momos, Street Food, Ice Cream, Beverages"
296,https://www.zomato.com/bangalore/shawarma-21-rajajinagar-bangalore/order,Shawarma 21,3.9,300,"Lebanese, Fast Food"
297,https://www.zomato.com/bangalore/main-lassi-shop-shivajinagar-bangalore/order,Main Lassi Shop,3.8,300,"Beverages, Ice Cream, Juices, Fast Food, Street Food, Sandwich, Shake"
298,https://www.zomato.com/bangalore/brik-oven-church-street/order,Brik Oven,4.3,300,"Cafe, Italian, Fast Food, Desserts, Beverages, Shake"
299,https://www.zomato.com/bangalore/noto-healthy-ice-cream-brigade-road-bangalore/order,NOTO - Healthy Ice Cream,3.8,300,"Ice Cream, Mithai, Desserts"
300,https://www.zomato.com/bangalore/kolkata-famous-kati-roll-basaveshwara-nagar-bangalore/order,Kolkata Famous Kati Roll,4.1,100,Rolls
301,https://www.zomato.com/bangalore/raidan-restaurant-rt-nagar-bangalore/order,Raidan Restaurant,3.9,100,"North Indian, Arabian, Chinese, Lebanese, Sichuan"
302,https://www.zomato.com/bangalore/habibi-falafel-indiranagar-bangalore/order,Habibi Falafel,4.2,100,"Middle Eastern, Fast Food, Bakery, Beverages"
303,https://www.zomato.com/bangalore/the-ganache-factory-residency-road-bangalore/order,The Ganache Factory,4.1,100,"Desserts, Bakery"
304,https://www.zomato.com/bangalore/new-shanthi-sagar-basavanagudi/order,New Shanthi Sagar,3.9,100,"South Indian, North Indian, Chinese, Fast Food, Street Food, Beverages"
305,https://www.zomato.com/bangalore/shanthi-sagar-jp-nagar/order,Shanthi Sagar,3.7,100,"South Indian, North Indian, Chinese, Desserts, Beverages, Shake"
306,https://www.zomato.com/bangalore/san-tung-chinese-malleshwaram-bangalore/order,San Tung Chinese,3.9,100,"Chinese, Momos, Sichuan"
307,https://www.zomato.com/bangalore/anu-momos-chinese-kitchen-1-kammanahalli/order,Anu Momos Chinese Kitchen,3.7,100,"Chinese, Thai, Sichuan, Seafood, Momos"
308,https://www.zomato.com/bangalore/beyond-the-crust-btc-btm-bangalore/order,Beyond The Crust - BTC,4,100,"Pizza, Fast Food, Desserts"
309,https://www.zomato.com/bangalore/shawarma-grill-house-rajajinagar-bangalore/order,Shawarma Grill House,4,100,"Chinese, Biryani, Mughlai, North Indian, Shake, Sichuan"
310,https://www.zomato.com/bangalore/gowdas-biriyani-corner-vijay-nagar-bangalore/order,Gowda's Biriyani Corner,3.7,100,"South Indian, Biryani, North Indian"
311,https://www.zomato.com/bangalore/samosa-singh-basaveshwara-nagar-bangalore/order,Samosa Singh,3.6,100,"Street Food, Fast Food, Tea, North Indian"
312,https://www.zomato.com/bangalore/hotel-fanoos-richmond-road-bangalore/order,Hotel Fanoos,4,100,"Rolls, Biryani, Fast Food, Arabian"
313,https://www.zomato.com/bangalore/home-plate-by-eatfit-cunningham-road-bangalore/order,Home Plate by EatFit,3.6,100,"North Indian, Beverages"
314,https://www.zomato.com/bangalore/lo-low-carb-and-keto-foods-domlur-bangalore/order,Lo! - Low Carb And Keto Foods,4,100,"Healthy Food, North Indian, Sandwich, Fast Food, Desserts"
315,https://www.zomato.com/bangalore/empire-juices-and-desserts-shivajinagar-bangalore/order,Empire Juices and Desserts,3,100,"Juices, Beverages, Shake, Ice Cream"
316,https://www.zomato.com/bangalore/kabab-biryani-corner-richmond-road-bangalore/order,Kabab Biryani Corner,3.5,100,"Chinese, South Indian, Biryani, North Indian, Mughlai, Shawarma"
317,https://www.zomato.com/bangalore/vaibhav-biryani-rajajinagar-bangalore/order,Vaibhav Biryani,4.3,100,Biryani
318,https://www.zomato.com/bangalore/swiss-cream-shanti-nagar-bangalore/order,Swiss Cream,3.9,100,"Ice Cream, Waffle, Desserts, Sandwich, Shake, Beverages"
319,https://www.zomato.com/bangalore/hotel-n-g-t-non-veg-vijay-nagar-bangalore/order,Hotel N.G.T Non Veg,4,100,"Biryani, South Indian, Chinese"
320,https://www.zomato.com/bangalore/gokul-veg-basavanagudi/order,Gokul Veg,4,100,"North Indian, Chinese, Beverages, Desserts"
321,https://www.zomato.com/bangalore/sweet-chariot-cafe-residency-road/order,Sweet Chariot Cafe,4.2,100,"Bakery, Desserts, Fast Food"
322,https://www.zomato.com/bangalore/keventers-ice-cream-brigade-road-bangalore/order,Keventers Ice Cream,4.3,100,"Ice Cream, Desserts, Shake, Beverages"
323,https://www.zomato.com/bangalore/priyadarshini-veg-yeshwantpur-bangalore/order,Priyadarshini Veg,4.2,100,"North Indian, South Indian, Chinese, Street Food, Shake, Beverages"
324,https://www.zomato.com/bangalore/abs-absolute-barbecues-koramangala-5th-block-bangalore/order,AB's - Absolute Barbecues,3.5,600,"BBQ, North Indian, Continental, Oriental, Seafood, Fast Food, Desserts"
325,https://www.zomato.com/bangalore/donne-biriyanis-junction-kammanahalli-bangalore/order,Donne Biriyanis Junction,3.4,600,"Biryani, South Indian"
326,https://www.zomato.com/bangalore/the-taj-hotel-1-city-market-bangalore/order,The Taj Hotel,3.7,600,"North Indian, Chinese, Mughlai, Fast Food, Lebanese, Seafood, Rolls"
327,https://www.zomato.com/bangalore/le-arabia-restaurant-vijay-nagar-bangalore/order,Le Arabia Restaurant,3.5,600,"Arabian, Biryani, North Indian, Chinese, Fast Food, Sichuan"
328,https://www.zomato.com/bangalore/burger-elite-rajajinagar-bangalore/order,Burger Elite,4.1,600,"Burger, Fast Food"
329,https://www.zomato.com/bangalore/zaatar-old-madras-road-bangalore/order,Zaatar,3.9,600,"BBQ, Arabian, Biryani, Chinese, North Indian, Mughlai, Desserts, Beverages"
330,https://www.zomato.com/bangalore/chichabas-taj-frazer-town/order,Chichaba's Taj,4,600,"North Indian, Mughlai, Biryani, Kebab, Seafood, Beverages"
331,https://www.zomato.com/bangalore/kc-das-st-marks-road-bangalore/order,KC Das,4.2,600,"Mithai, Street Food, Mishti, Bengali"
332,https://www.zomato.com/bangalore/bombay-kulfi-shanti-nagar-bangalore/order,Bombay Kulfi,4.3,600,"Ice Cream, Desserts"
333,https://www.zomato.com/bangalore/snack-house-seshadripuram-bangalore/order,Snack House,3.8,600,"Fast Food, Momos"
334,https://www.zomato.com/bangalore/le-arabia-basaveshwara-nagar-bangalore/order,Le Arabia,3.8,600,"North Indian, Mughlai, Chinese, Arabian, Biryani, Beverages, Desserts, Sichuan"
335,https://www.zomato.com/bangalore/nammura-upachara-basaveshwara-nagar/order,Nammura Upachara,4.1,600,"South Indian, North Indian, Street Food, Chinese"
336,https://www.zomato.com/bangalore/uncle-toms-cafe-basaveshwara-nagar-bangalore/order,Uncle Tom's Cafe,3.6,200,North Indian
337,https://www.zomato.com/bangalore/adigas-majestic-bangalore/order,Adiga's,3.6,200,"South Indian, North Indian, Chinese, Street Food, Desserts, Ice Cream, Beverages"
338,https://www.zomato.com/bangalore/basaveshwarnagar-dosa-corner-basaveshwara-nagar/order,Basaveshwarnagar Dosa Corner,4.2,200,South Indian
339,https://www.zomato.com/bangalore/sweet-moments-1-kammanahalli-bangalore/order,Sweet Moments,4.3,200,"Mithai, Street Food, Ice Cream, Beverages"
340,https://www.zomato.com/bangalore/mr-shawarma-miss-grills-btm-bangalore/order,Mr. Shawarma & Miss. Grill's,4.2,200,Lebanese
341,https://www.zomato.com/bangalore/udupi-aatithya-basavanagudi-bangalore/order,Udupi Aatithya,4.1,200,"South Indian, North Indian, Chinese, Street Food, Fast Food, Beverages, Desserts"
342,https://www.zomato.com/bangalore/nandos-brigade-road-bangalore/order,Nando's,New,200,"Burger, Fast Food, Portuguese"
343,https://www.zomato.com/bangalore/simplee-shawarma-btm-bangalore/order,Simplee Shawarma,4,200,"Lebanese, Fast Food"
344,https://www.zomato.com/bangalore/kwality-walls-frozen-dessert-and-ice-cream-shop-nagawara-bangalore/order,Kwality Wall’s Frozen Dessert and Ice Cream Shop,4.5,200,"Ice Cream, Desserts"
345,https://www.zomato.com/bangalore/maharaja-military-canteen-cunningham-road-bangalore/order,Maharaja Military Canteen,3.5,200,South Indian
346,https://www.zomato.com/bangalore/chicken-county-deluxe-restaurant-majestic-bangalore/order,Chicken County Deluxe Restaurant,4.2,200,"North Indian, Chinese, Mughlai, Seafood, Fast Food, Biryani, Beverages"
347,https://www.zomato.com/bangalore/king-punjabi-restaurant-btm/order,King Punjabi Restaurant,3.9,200,"North Indian, Chinese, Sichuan"
348,https://www.zomato.com/bangalore/arogya-ahaara-jp-nagar-bangalore/order,Arogya Ahaara,4,50,South Indian
349,https://www.zomato.com/bangalore/udupi-kitchen-vijay-nagar/order,Udupi Kitchen,3.8,50,"South Indian, Chinese, Street Food, Desserts, Beverages, Shake, Sichuan"
350,https://www.zomato.com/bangalore/kanti-bakes-flakes-rt-nagar-bangalore/order,Kanti Bakes & Flakes,4.2,50,"Bakery, Desserts, Mithai"
351,https://www.zomato.com/bangalore/casino-restaurant-new-bel-road-bangalore/order,Casino Restaurant,3.8,50,"North Indian, Chinese, Beverages"
